Date,EW Portfolio Returns,EF Portfolio Returns,RISK-FREE RATE
2002-01-01,-0.01678215,-0.017610050183834602,0.0014
2002-02-01,-0.005628333333333332,0.0020313558705647443,0.0013
2002-03-01,0.05130601666666667,0.05265955752596434,0.0013
2002-04-01,-0.04398533333333333,-0.0607389901713596,0.0015
2002-05-01,-0.007966016666666666,-0.01743733855307319,0.0014
2002-06-01,-0.05991681666666667,-0.06521454369749191,0.0013
2002-07-01,-0.05410148333333334,-0.02908663528024586,0.0015
2002-08-01,0.02336363333333334,0.0177780820617194,0.0014
2002-09-01,-0.07862763333333335,-0.05889882343996019,0.0014
2002-10-01,0.0828586,0.046500454982553105,0.0014
2002-11-01,0.0419144,0.05100744637674464,0.0012
2002-12-01,-0.03941061666666667,-0.03347868151188228,0.0011
2003-01-01,-0.023086983333333335,-0.028033863865210732,0.001
2003-02-01,-0.04432615000000001,-0.04416361032723882,0.0009
2003-03-01,0.0344652,0.06294595203378764,0.001
2003-04-01,0.08383375,0.08234945173705778,0.001
2003-05-01,0.04013698333333334,0.02151652170060408,0.0009
2003-06-01,0.02424931666666667,0.03240840754493165,0.001
2003-07-01,0.009782299999999997,-0.002429196477978612,0.0007
2003-08-01,-0.012473633333333331,0.012440410426846403,0.0007
2003-09-01,0.008773600000000003,-0.02306744771865859,0.0008
2003-10-01,0.03461773333333333,0.06988051507030481,0.0007
2003-11-01,0.0038907000000000004,0.0006492554158875376,0.0007
2003-12-01,0.04097995,0.014522139975346389,0.0008
2004-01-01,0.032572283333333334,0.028102761102129656,0.0007
2004-02-01,0.05426666666666667,0.08385104813802122,0.0006
2004-03-01,-0.012747350000000001,-0.015192289029968107,0.0009
2004-04-01,0.010098366666666666,0.019528229885886022,0.0008
2004-05-01,0.0055707666666666685,0.001661855731867599,0.0006
2004-06-01,0.002184600000000001,-0.006299016824249327,0.0008
2004-07-01,-0.04594901666666667,-0.04732634633881356,0.001
2004-08-01,0.022804100000000004,0.029465551380005027,0.0011
2004-09-01,-0.04204695,-0.01902962932879034,0.0011
2004-10-01,-0.004342250000000001,-0.027121047015326073,0.0011
2004-11-01,0.006263949999999997,0.007451158835774465,0.0015
2004-12-01,0.064647,0.05188061426312039,0.0016
2005-01-01,-0.01968101666666667,-0.018379290202008375,0.0016
2005-02-01,-0.014503683333333336,-0.029785502164872905,0.0016
2005-03-01,-0.021288849999999998,-0.03632886916853483,0.0021
2005-04-01,0.013208983333333334,0.017449004594713644,0.0021
2005-05-01,0.012025383333333334,0.021314493257917146,0.0024
2005-06-01,-0.02009956666666667,-0.025632631597080385,0.0023
2005-07-01,0.013311283333333335,0.040070950628023884,0.0024
2005-08-01,-0.016564716666666666,-0.01768748474298916,0.003
2005-09-01,0.006502466666666665,0.00859584744660351,0.0029
2005-10-01,-0.00122155,-0.0028793312680709168,0.0027
2005-11-01,0.02268236666666667,0.02382578930252468,0.0031
2005-12-01,0.02318726666666667,0.03957087162000606,0.0032
2006-01-01,0.01719025,0.022015997870466923,0.0035
2006-02-01,0.012064250000000002,0.008580917913090343,0.0034
2006-03-01,0.013673366666666667,0.0045725173740447595,0.0037
2006-04-01,0.026676650000000003,0.005376387837966838,0.0036
2006-05-01,0.001060033333333326,-0.0017671062708628765,0.0043
2006-06-01,0.010230916666666666,0.01759770261781785,0.004
2006-07-01,0.02947101666666667,0.011345820904636194,0.004
2006-08-01,0.024684,0.025647090669452994,0.0042
2006-09-01,0.0259776,0.021114912251162018,0.0041
2006-10-01,0.019947766666666672,0.01370249411040336,0.0041
2006-11-01,0.001446133333333334,-0.020476901093050455,0.0042
2006-12-01,0.011904749999999999,-0.004186463230935153,0.004
2007-01-01,0.013242716666666666,0.02788843752168942,0.0044
2007-02-01,-0.026550333333333336,-0.014502979434605167,0.0038
2007-03-01,0.00703835,-0.00048122359829590265,0.0043
2007-04-01,0.05707166666666667,0.05786708222508444,0.0044
2007-05-01,0.015799483333333336,-0.0019865314175866538,0.0041
2007-06-01,-0.02848156666666667,-0.03202134287380191,0.004
2007-07-01,-0.03345375,-0.016988541853690732,0.004
2007-08-01,0.03261041666666667,0.0372514925015309,0.0042
2007-09-01,0.012909783333333336,0.026938583095797677,0.0032
2007-10-01,0.010539650000000001,0.014561202770447706,0.0032
2007-11-01,-0.02993778333333334,0.019947646011786738,0.0034
2007-12-01,-0.0339713,-0.009007516896779876,0.0027
2008-01-01,-0.026314933333333335,-0.010299826746780663,0.0021
2008-02-01,-0.04951851666666668,-0.027809778641829354,0.0013
2008-03-01,0.011533683333333333,0.04142937058089667,0.0017
2008-04-01,0.028469466666666665,0.009162213574158728,0.0018
2008-05-01,-0.03166056666666667,-0.017062307024073256,0.0018
2008-06-01,-0.12662155,-0.08792442930421061,0.0017
2008-07-01,0.09874076666666669,0.07666237861749035,0.0015
2008-08-01,-0.011534416666666667,-0.01859828313293777,0.0013
2008-09-01,-0.025610383333333327,0.008722794845601768,0.0015
2008-10-01,-0.15364763333333334,-0.12570418059460012,0.0008
2008-11-01,-0.11415396666666666,-0.010648505406481682,0.0003
2008-12-01,0.03408716666666667,0.05230295490897168,0.0
2009-01-01,-0.10985278333333334,-0.10071068349767064,0.0
2009-02-01,-0.15688346666666667,-0.09491216678616089,0.0001
2009-03-01,0.19320454999999997,0.07625742693809708,0.0002
2009-04-01,0.05876016666666668,0.030737734696367043,0.0001
2009-05-01,0.1363019166666667,0.06697985927931839,0.0
2009-06-01,-0.015389733333333336,-0.026935484222374805,0.0001
2009-07-01,0.057145366666666676,0.06455611071062968,0.0001
2009-08-01,0.087879,0.012824130070557155,0.0001
2009-09-01,0.013790150000000001,0.014130686068044226,0.0001
2009-10-01,-0.03218361666666667,-0.006994526924490996,0.0
2009-11-01,0.06084393333333333,0.07275592564696329,0.0
2009-12-01,-0.016781966666666672,-0.0053218973946202435,0.0001
2010-01-01,-0.008425450000000001,-0.011090104060468222,0.0
2010-02-01,0.02835671666666667,0.021485829595300245,0.0
2010-03-01,0.05166626666666667,0.03338255427096052,0.0001
2010-04-01,-0.010713266666666667,-0.03121292232338594,0.0001
2010-05-01,-0.07027533333333334,-0.05501706511572656,0.0001
2010-06-01,-0.03585596666666666,-0.01618851649512567,0.0001
2010-07-01,0.05761946666666667,0.06506742627119172,0.0001
2010-08-01,-0.034242999999999996,-0.03006174837476747,0.0001
2010-09-01,0.042402433333333336,0.04874328501947128,0.0001
2010-10-01,0.0098604,0.021435877343442204,0.0001
2010-11-01,-0.022830500000000004,-0.025279057092648556,0.0001
2010-12-01,0.07815646666666667,0.05253351800115636,0.0001
2011-01-01,0.00719675,0.011349779083073643,0.0001
2011-02-01,0.026575633333333334,0.014118752353126405,0.0001
2011-03-01,-0.005890500000000002,0.0024367152791193512,0.0001
2011-04-01,0.04706295,0.06960151304544085,0.0
2011-05-01,-0.015918100000000004,0.005231765060929523,0.0
2011-06-01,-0.01657131666666667,-0.025752853549410763,0.0
2011-07-01,-0.03494461666666667,-0.00881004908115704,0.0
2011-08-01,-0.05856143333333334,-0.009039335070168492,0.0001
2011-09-01,-0.08705693333333334,-0.05027602104216062,0.0
2011-10-01,0.11458461666666668,0.0783811742483574,0.0
2011-11-01,-0.04032178333333334,0.0011385031545215595,0.0
2011-12-01,0.026986116666666667,0.039139333435844414,0.0
2012-01-01,0.06197858333333334,0.007107082802050908,0.0
2012-02-01,0.030600350000000005,0.02671637167144324,0.0
2012-03-01,0.06560840000000001,0.04741112603550903,0.0
2012-04-01,-0.033639466666666666,-0.015046618062363208,0.0
2012-05-01,-0.0679404,-0.022265994818139255,0.0001
2012-06-01,0.05849268333333333,0.036045589731119564,0.0
2012-07-01,-0.009077933333333333,0.026558119824106212,0.0
2012-08-01,0.03166368333333333,0.021627743505321647,0.0001
2012-09-01,0.0552728,0.04058712113223504,0.0001
2012-10-01,0.02512565,0.009133451249314192,0.0001
2012-11-01,0.013292033333333335,0.007788145160121282,0.0001
2012-12-01,0.03298185,-0.002109566711887203,0.0001
2013-01-01,0.07174676666666667,0.07573331666594457,0.0
2013-02-01,0.027363600000000002,0.03552229450649372,0.0
2013-03-01,0.05052226666666667,0.03814682154625423,0.0
2013-04-01,0.0293348,0.020443445418801956,0.0
2013-05-01,0.029681849999999996,0.007969229219599479,0.0
2013-06-01,-0.019104983333333332,-0.026488745777526884,0.0
2013-07-01,0.06666531666666667,0.058865003141759784,0.0
2013-08-01,-0.0454784,-0.04257113250286928,0.0
2013-09-01,0.00802945,0.008382826244404113,0.0
2013-10-01,0.032742783333333345,0.03670086032723086,0.0
2013-11-01,0.06674396666666667,0.056322168132411074,0.0
2013-12-01,0.0032402333333333335,-0.0029455861278538456,0.0
2014-01-01,-0.009981583333333337,-0.01178617848942744,0.0
2014-02-01,0.03798281666666667,0.049917377547746083,0.0
2014-03-01,0.022258866666666672,0.017922417159389862,0.0
2014-04-01,-0.00922295,0.002043355857209283,0.0
2014-05-01,0.008713283333333335,0.007480262823700428,0.0
2014-06-01,0.0017565166666666662,0.002568029454130938,0.0
2014-07-01,-0.009462200000000002,-0.003846652617219303,0.0
2014-08-01,0.04968278333333334,0.049079124927170856,0.0
2014-09-01,0.009595299999999998,0.010012131061846837,0.0
2014-10-01,0.0097669,0.012420000171314078,0.0
2014-11-01,0.02889571666666666,0.04446842469133294,0.0
2014-12-01,0.011619116666666667,0.014993500517524764,0.0
2015-01-01,-0.03823728333333333,-0.022996011518376124,0.0
2015-02-01,0.044579333333333346,0.025281793157011533,0.0
2015-03-01,-0.006206933333333335,-0.003913807718569065,0.0
2015-04-01,0.0015986666666666662,-0.01607062408877952,0.0
2015-05-01,0.03466595000000001,0.03316818812772525,0.0
2015-06-01,0.0029786166666666662,0.005317257716009508,0.0
2015-07-01,0.015496800000000005,-0.010266793122756383,0.0
2015-08-01,-0.06699018333333333,-0.05981248836186203,0.0
2015-09-01,-0.026655750000000002,-0.005666806746504476,0.0
2015-10-01,0.04698356666666667,0.015088284457048382,0.0
2015-11-01,0.006969050000000001,-0.006009350391990566,0.0
2015-12-01,0.004325199999999998,0.03419037294199949,0.0001
2016-01-01,-0.059751816666666666,-0.01816351351771275,0.0001
2016-02-01,-0.0237094,-0.03544514814096086,0.0002
2016-03-01,0.04004256666666667,0.026810444685156365,0.0002
2016-04-01,0.04738213333333333,0.028084958936364184,0.0001
2016-05-01,0.0197472,0.02656561108218576,0.0001
2016-06-01,-0.007399333333333337,0.010715980750764218,0.0002
2016-07-01,0.04958781666666667,0.045036290681028004,0.0002
2016-08-01,0.02919876666666667,-0.00014523699705645712,0.0002
2016-09-01,-0.009612166666666666,0.012007971289214306,0.0002
2016-10-01,-0.009229733333333334,-0.030617799453140068,0.0002
2016-11-01,0.054257683333333334,-0.00858030456980393,0.0001
2016-12-01,0.03399018333333334,0.03983538901121743,0.0003
2017-01-01,-0.00027995000000000016,0.01108337757426415,0.0004
2017-02-01,0.06707855,0.07111009440569233,0.0004
2017-03-01,-0.016695066666666664,-0.0060987383432290114,0.0003
2017-04-01,-0.004351783333333333,-0.006732270151375063,0.0005
2017-05-01,-0.012001550000000001,-0.014320402152890384,0.0006
2017-06-01,0.03523281666666667,0.025107521951784225,0.0006
2017-07-01,0.014671800000000002,0.028404398939732435,0.0007
2017-08-01,-0.004481950000000001,0.0037916192082585475,0.0009
2017-09-01,0.030841433333333335,0.018370615056649154,0.0009
2017-10-01,0.011122833333333332,0.0038539969292787843,0.0009
2017-11-01,0.037922866666666666,0.045554896622980935,0.0008
2017-12-01,0.010318366666666667,0.012230203979410836,0.0009
2018-01-01,0.03540038333333334,0.015176290482486574,0.0012
2018-02-01,-0.0498201,-0.0753994137145981,0.0011
2018-03-01,-0.021711983333333337,-0.005109178106125907,0.0011
2018-04-01,-0.00434885,-0.010576580807004967,0.0014
2018-05-01,-0.009886250000000001,0.006863589612251168,0.0014
2018-06-01,0.011740666666666667,0.022398098823123627,0.0014
2018-07-01,0.0732204,0.09007349675050766,0.0016
2018-08-01,0.0196779,0.0438197231693576,0.0016
2018-09-01,-0.005512466666666668,-0.0003423215366972765,0.0015
2018-10-01,-0.021123483333333335,0.005330807964012402,0.0019
2018-11-01,0.031648100000000005,0.04899231910224765,0.0018
2018-12-01,-0.10394853333333334,-0.059869021181690095,0.002
2019-01-01,0.07471126666666666,0.057985650159313555,0.0021
2019-02-01,0.015444183333333335,0.02169214341892197,0.0018
2019-03-01,-0.003004283333333332,-0.005343753464495804,0.0019
2019-04-01,0.04968608333333334,0.01905720993664441,0.0021
2019-05-01,-0.06392833333333334,-0.04046828087134461,0.0021
2019-06-01,0.05924691666666667,0.0394812473818742,0.0018
2019-07-01,0.012489766666666666,0.023121865499877173,0.0019
2019-08-01,-0.015809200000000002,0.0042190710840515795,0.0016
2019-09-01,0.030867650000000003,0.032061930335401154,0.0018
2019-10-01,0.042151083333333325,0.03797333131320969,0.0016
2019-11-01,0.0348095,0.018427542102274756,0.0012
2019-12-01,0.05117016666666666,0.05045350608197678,0.0014
2020-01-01,-0.022472633333333332,-0.003393325102158244,0.0013
2020-02-01,-0.09767010000000001,-0.07613300294036546,0.0012
2020-03-01,-0.08983076666666667,-0.013472033611584649,0.0013
2020-04-01,0.09636384999999999,0.0733649765331231,0.0
2020-05-01,0.021336333333333332,0.009400499619154318,0.0001
2020-06-01,-0.010799616666666668,0.003752545511530621,0.0001
2020-07-01,0.04013185,0.03257772863825506,0.0001
2020-08-01,0.038185766666666676,0.03851565357411796,0.0001
2020-09-01,-0.04289945,-0.0058830986119189545,0.0001
2020-10-01,-0.0342606,-0.03806075178889395,0.0001
2020-11-01,0.12990761666666667,0.08511651055934619,0.0001
2020-12-01,0.046695733333333336,0.04703208366973716,0.0001
2021-01-01,0.0026667666666666673,0.046482268607947255,0.0001
2021-02-01,0.035571616666666674,0.0047782515348954845,0.0
2021-03-01,0.05636125,0.021255992999595366,0.0
2021-04-01,0.012825450000000002,0.004307587678594527,0.0
2021-05-01,0.0486266,0.046214108231501405,0.0
2021-06-01,0.007136249999999997,0.04213955931072031,0.0
2021-07-01,0.0011282333333333333,0.02188724074785567,0.0
2021-08-01,0.03938146666666666,0.03371207354854031,0.0
2021-09-01,-0.03562441666666667,-0.05075550431457898,0.0
2021-10-01,0.040368716666666665,0.04837819960950987,0.0
2021-11-01,-0.036775016666666674,-0.034185788706725416,0.0
2021-12-01,0.05441736666666666,0.07863005565946951,0.0001
2022-01-01,0.0009832166666666692,-0.04093562931401935,0.0
2022-02-01,-0.039536016666666667,-0.018580806011845943,0.0
2022-03-01,0.012733416666666669,0.05045998808606289,0.0001
2022-04-01,-0.017117833333333336,0.0044950806798757055,0.0001
2022-05-01,0.028473133333333334,-0.006951266889519768,0.0003
2022-06-01,-0.05116650000000001,-0.03670600354061254,0.0006
2022-07-01,0.03979781666666667,0.023319481110660567,0.0008
2022-08-01,-0.03482123333333333,-0.02861387562347488,0.0019
2022-09-01,-0.02801058333333333,0.0020206804229272305,0.0019
2022-10-01,0.11098120000000002,0.11640298028805587,0.0023
2022-11-01,0.059939916666666676,0.066029214389584,0.0029
2022-12-01,-0.03322091666666666,-0.024497352865929273,0.0033
2023-01-01,0.00753445,-0.024126423104100146,0.0035
2023-02-01,-0.03308928333333333,-0.03918673902585467,0.0034
2023-03-01,-0.013043800000000003,0.039416383599952205,0.0036
2023-04-01,0.04416958333333333,0.07496773412139533,0.0035
2023-05-01,-0.04654118333333334,-0.02000793214670056,0.0036
2023-06-01,0.030507583333333334,0.06275619693245173,0.004
2023-07-01,0.027142316666666666,0.02268972341966546,0.0045
2023-08-01,-0.032913283333333335,0.03274177880942906,0.0045
2023-09-01,-0.03654346666666666,-0.033301055774834616,0.0043
2023-10-01,-0.0346907,0.0035400307301832255,0.0047
2023-11-01,0.06417656666666666,0.038934999957239216,0.0044
2023-12-01,0.057985400000000006,0.011823812611318513,0.0043
